time,open,high,low,close,volume,spread
2025-11-28T00:00:00Z,0.65356,0.65593,0.65203,0.65496,79405.93,9e-05
2025-12-01T00:00:00Z,0.65513,0.65665,0.65399,0.65429,48866.2,9e-05
2025-12-02T00:00:00Z,0.65511,0.6567,0.65453,0.65651,14238.23,9e-05
2025-12-03T00:00:00Z,0.65746,0.66043,0.65709,0.6604,22069.83,9e-05
2025-12-04T00:00:00Z,0.66044,0.66182,0.66021,0.66079,34135.24,0.00012
2025-12-05T00:00:00Z,0.66251,0.664,0.66219,0.66395,16758.52,9e-05
2025-12-08T00:00:00Z,0.66351,0.66464,0.6618,0.66283,28621.15,9e-05
2025-12-09T00:00:00Z,0.66269,0.66487,0.66209,0.6643,42057.48,0.00013
2025-12-10T00:00:00Z,0.66402,0.6669,0.66358,0.6667,54304.19,9e-05
2025-12-11T00:00:00Z,0.66736,0.6679,0.66364,0.66701,54852.95,9e-05
2025-12-12T00:00:00Z,0.66693,0.66745,0.66389,0.66536,31647.98,9e-05
2025-12-14T00:00:00Z,0.66417,0.6651,0.66417,0.66474,4055.56,0.0001
2025-12-15T00:00:00Z,0.66536,0.66551,0.66358,0.66402,39940.05,0.00015
2025-12-16T00:00:00Z,0.66351,0.66596,0.66212,0.66369,52455.15,9e-05
2025-12-17T00:00:00Z,0.66251,0.66282,0.65992,0.66003,27002.99,8e-05
2025-12-18T00:00:00Z,0.66006,0.6627,0.65955,0.66153,44449.29,9e-05
2025-12-19T00:00:00Z,0.66136,0.66251,0.66039,0.66082,31038.26,9e-05
2025-12-22T00:00:00Z,0.66124,0.66586,0.66107,0.66573,29492.35,9e-05
2025-12-23T00:00:00Z,0.66928,0.67005,0.66915,0.66993,15476.76,9e-05
2025-12-24T00:00:00Z,0.67112,0.6714,0.67031,0.6707,20989.92,9e-05
2025-12-25T00:00:00Z,0.67074,0.6715,0.66969,0.67074,382.12,0.00109
2025-12-26T00:00:00Z,0.67094,0.67127,0.66982,0.67105,24827.83,9e-05
2025-12-28T00:00:00Z,0.67041,0.67101,0.67011,0.67095,2156.58,0.00071
2025-12-29T00:00:00Z,0.67154,0.67182,0.66866,0.66937,30859.42,9e-05
2025-12-30T00:00:00Z,0.67061,0.67112,0.66925,0.66955,20822.5,9e-05
2025-12-31T00:00:00Z,0.66958,0.66973,0.66665,0.66726,31125.9,9e-05
